Price,Close,High,Low,Open,Volume,MA_7,MA_21,MA_50,Volatility,Returns,Volume_Ratio,Daily_Range,Close_Position,RSI
Ticker,DIS,DIS,DIS,DIS,DIS,,,,,,,,,
Date,,,,,,,,,,,,,,
2018-03-14,98.71849822998047,99.43109565620904,98.30994208231945,99.31707745840275,6235900,99.09719521658761,99.5758797781808,102.10210479736328,1.5531019735134453,0.001638868374972624,0.8372577890786986,1.1211535738895861,0.3644069440403463,46.420962282595504
2018-03-15,98.09141540527344,99.08905476654782,98.09141540527344,98.81351620725378,5174600,98.86644853864398,99.53606487455822,101.93944244384765,1.5810202399988897,-0.0063522322153457544,0.7096140132745791,0.9976393612743806,0.0,38.45711834303662
2018-03-16,97.7398681640625,99.07004426223921,97.71135817717351,98.39545288418786,10468000,98.76872144426618,99.45779237293061,101.7606280517578,1.6289093891211908,-0.0035838736729253418,1.407555909285036,1.358686085065699,0.020983498103326007,27.14104654225916
2018-03-19,96.419189453125,97.81587437514594,95.96312389262702,97.67336068334923,6528300,98.42260306222099,99.29038892473493,101.55634994506836,1.753341337947073,-0.013512180195707435,0.8776242600538887,1.852750482518914,0.246155952893306,35.42568696995829
2018-03-20,96.2956771850586,97.05578410937002,95.72560061628346,96.47620421058885,8330300,97.96382795061383,99.05602373395648,101.36119369506837,1.8108807684057693,-0.0012809925987445903,1.1228649773483805,1.3301834930865652,0.42856987155383114,40.99507265575625
2018-03-21,96.74223327636719,97.80638145260725,96.36217983850172,96.43819197585809,6136400,97.50912257603237,98.86780766078404,101.20537231445313,1.8372531990178143,0.004637343070451827,0.8303305809087189,1.4442016141055376,0.263158158911805,46.22363824556864
2018-03-22,95.58306884765625,96.57120483789733,95.40254909146674,96.2386608144787,8911600,97.0842786516462,98.66647048223587,101.02788803100586,1.9565062171990522,-0.011981989555683636,1.189234187060893,1.1686557464305878,0.1544678633899425,38.863012509466664
2018-03-23,93.62580108642578,96.06763463609315,93.54028562610777,95.82059883273826,7505100,96.35675048828125,98.36333392915272,100.82018951416016,2.216763429315794,-0.020477138732070133,0.9825407383810129,2.5273490099853717,0.033836031343570466,30.31529899916002
2018-03-26,95.63058471679688,95.75409900559438,94.13888092598641,94.87998115660457,7340100,96.00520324707031,98.0647216070266,100.62370300292969,2.1372639681051235,0.021412726055294096,0.9535740599715304,1.6152180796079705,0.9235308901275505,33.43632594775218
2018-03-27,94.40492248535156,96.13415888891237,93.95836020137472,95.84911697393059,7193500,95.52878243582589,97.59191930861701,100.37457916259766,1.7429388333459828,-0.012816634291999973,0.9400225261664448,2.1757986875376503,0.2052406256767348,33.59200330413148
2018-03-28,93.62580108642578,95.08900200027271,93.25525100585136,94.53792491929481,9099700,95.12972695486886,97.30552273704892,100.14369750976563,1.8784190568383365,-0.00825297429852423,1.2279342072880395,1.8337509944213508,0.2020721906636767,29.314263446182593
2018-03-29,95.4310531616211,96.22915882896784,93.92984612189805,94.07236706218602,9343600,95.00620923723493,97.18245806012835,99.92459747314453,1.913907183762984,0.01928156613078147,1.2724342741378518,2.299312707069788,0.6528938126194062,35.17628987720529
2018-04-02,93.73981475830078,95.95361180618616,92.90369584851682,95.1840089450582,8203700,94.57729230608258,97.00555310930524,99.70112670898438,2.054035347049566,-0.017722097234492917,1.133993060880864,3.0499159576693415,0.2741449014952205,29.4117706811234
2018-04-03,94.46192932128906,94.52843813588147,92.8277044496843,93.87285332030395,8484700,94.41712951660156,96.84403156098865,99.48886764526367,2.1164086451242174,0.0077033922549365474,1.167844263573716,1.700733686197168,0.9608940452393087,35.7568571922901
2018-04-04,95.91561889648438,96.10564924245844,92.88470917959204,93.52129452854305,8759200,94.74424634660993,96.73273068382626,99.2959912109375,2.100005953792968,0.015389158210509901,1.182206665976833,3.220940062866404,0.941001588894842,41.0552139591438
2018-04-05,97.01776123046875,97.27429310485392,95.94411709112991,96.3051638307242,6612800,94.94241441999164,96.6046887352353,99.13826934814453,1.9886339980674173,0.011490749334306605,0.8902433942753912,1.3301760137240137,0.8071444141689355,46.674496422258564
2018-04-06,95.34554290771484,97.09378585620273,94.49042446817819,96.56170813331518,7162400,95.07678876604352,96.45809754871186,98.94539321899414,1.961093359138642,-0.017236208108136974,0.9584107793367159,2.6033613880245383,0.32846705166259205,43.14473410011433
2018-04-09,94.72795867919922,96.44769891896973,94.61394771780928,95.6780886850043,7094300,95.23423985072544,96.26218995593842,98.73921508789063,1.916012408156979,-0.006477326676018635,0.9464799631014595,1.833751201160453,0.06217362601741575,44.954654641941694
2018-04-10,96.31468200683594,96.46669903944675,95.31704259383247,95.88711915172728,8116800,95.36047254289899,96.11016991024925,98.53360717773438,1.766494465808624,0.01675031690496187,1.065976248100411,1.1496564456142835,0.8677717737409903,50.05214366784128
2018-04-11,95.77310180664062,96.58071081391108,95.4025517062587,95.75409514825803,6305000,95.65094212123326,95.9124523344494,98.32951919555664,1.5353908180958253,-0.005623028482374837,0.8289679550871604,1.1781591076523767,0.3145161786511882,47.35478007936535
2018-04-12,95.383544921875,96.44769307349105,94.70895352850887,96.36217760871482,7337800,95.78260149274554,95.76133655366444,98.14481384277343,1.4134210213558647,-0.004067497840386514,0.9610212555770787,1.738739544982181,0.3879772535874784,49.431521267521504
2018-04-13,95.34554290771484,96.45719325465421,95.16502313914127,95.96312885009779,6324600,95.70116206577846,95.60071963355655,97.98671234130859,1.2418032282295979,-0.00039841268419282816,0.827865924921696,1.2921701155129455,0.13970278867029437,55.50152981628537
2018-04-16,95.24102020263672,95.9631209643421,94.7564591674818,95.6685830117284,10328000,95.44734191894531,95.46498652866909,97.79193557739258,1.1040930761302323,-0.0010962516116699295,1.3098216695986795,1.2066617968603026,0.40157153927947215,48.5812771145531
