loss,mae,val_loss,val_mae,learning_rate
0.031057210639119148,0.12444772571325302,0.004794751759618521,0.061138298362493515,0.0010000000474974513
0.005150576122105122,0.05325125902891159,0.0019117409829050303,0.03618840128183365,0.0010000000474974513
0.004834502935409546,0.050748325884342194,0.0021956143900752068,0.039389222860336304,0.0010000000474974513
0.0043713003396987915,0.048730939626693726,0.0014458948280662298,0.03105337917804718,0.0010000000474974513
0.003963706083595753,0.04678866267204285,0.001694798469543457,0.034192733466625214,0.0010000000474974513
0.0038540672976523638,0.045766863971948624,0.002291096141561866,0.04021383076906204,0.0010000000474974513
0.0034257988445460796,0.043141841888427734,0.002287432085722685,0.040067173540592194,0.0010000000474974513
0.003827695967629552,0.04662971943616867,0.0028739727567881346,0.04552125930786133,0.0010000000474974513
0.0035439785569906235,0.04441201686859131,0.0014952289639040828,0.03188702464103699,0.0010000000474974513
0.002926075365394354,0.039912860840559006,0.0012479056604206562,0.028934849426150322,0.0005000000237487257
0.00287158926948905,0.03965263068675995,0.0014657481806352735,0.03141826391220093,0.0005000000237487257
0.002840973436832428,0.03927217423915863,0.001248711021617055,0.028919972479343414,0.0005000000237487257
0.0027021588757634163,0.038665592670440674,0.0013669048203155398,0.030254153534770012,0.0005000000237487257
0.002727334853261709,0.038370877504348755,0.0010749265784397721,0.026802385225892067,0.0005000000237487257
0.002677559619769454,0.038060810416936874,0.0011628076899796724,0.027848612517118454,0.0005000000237487257
0.0026895790360867977,0.037706658244132996,0.0010617049410939217,0.02660338021814823,0.0005000000237487257
0.0027608382515609264,0.03873627632856369,0.0010330926161259413,0.026148274540901184,0.0005000000237487257
0.0023997551761567593,0.03591348975896835,0.001142677734605968,0.02745717391371727,0.0005000000237487257
0.002360010053962469,0.035489216446876526,0.0011266939109191298,0.02719416469335556,0.0005000000237487257
0.002355188364163041,0.03569302335381508,0.0012827120954170823,0.028953731060028076,0.0002500000118743628
0.0023316312581300735,0.035301074385643005,0.0012642545625567436,0.02873159945011139,0.0002500000118743628
0.0022268411703407764,0.03468139097094536,0.001115627819672227,0.0269517432898283,0.0002500000118743628
0.0023122590500861406,0.036039821803569794,0.0010888127144426107,0.026558950543403625,0.0002500000118743628
0.0025221991818398237,0.036429572850465775,0.0012333743507042527,0.02833166904747486,0.0002500000118743628
0.0023107589222490788,0.035306770354509354,0.0010075645986944437,0.025609685108065605,0.0001250000059371814
0.002113320864737034,0.03381453827023506,0.0010613905033096671,0.0262118149548769,0.0001250000059371814
0.0021743897814303637,0.034546349197626114,0.00106404151301831,0.02619817666709423,0.0001250000059371814
0.002123370533809066,0.03400350734591484,0.0011219145962968469,0.026898905634880066,0.0001250000059371814
0.00213669054210186,0.033222686499357224,0.0010107337730005383,0.025502925738692284,0.0001250000059371814
0.0022610225714743137,0.034220002591609955,0.0010676495730876923,0.02620561793446541,6.25000029685907e-05
0.002161444863304496,0.03417517617344856,0.0010240169940516353,0.02565350942313671,6.25000029685907e-05
0.0019156900234520435,0.03234006464481354,0.0010810887906700373,0.026348013430833817,6.25000029685907e-05
0.00216488866135478,0.034159038215875626,0.0010816045105457306,0.026361864060163498,6.25000029685907e-05
0.0020963482093065977,0.033369533717632294,0.0011046271538361907,0.026659436523914337,6.25000029685907e-05
0.001987794879823923,0.03297377750277519,0.0010357783176004887,0.025780219584703445,3.125000148429535e-05
0.0021460619755089283,0.03405586630105972,0.0010781895834952593,0.026298779994249344,3.125000148429535e-05
0.002141624456271529,0.033913493156433105,0.0010583880357444286,0.02603949047625065,3.125000148429535e-05
0.0021441273856908083,0.03378839045763016,0.001041302108205855,0.025826256722211838,3.125000148429535e-05
0.0020001039374619722,0.0335024930536747,0.0009809008333832026,0.025137972086668015,3.125000148429535e-05
0.0021281505469232798,0.033566463738679886,0.001052103703841567,0.025974281132221222,1.5625000742147677e-05
0.002103725913912058,0.033988021314144135,0.00106631254311651,0.02615111693739891,1.5625000742147677e-05
0.0020286371000111103,0.03270484134554863,0.0010726219043135643,0.02622414380311966,1.5625000742147677e-05
0.002004981739446521,0.03310238569974899,0.0010341887827962637,0.025726929306983948,1.5625000742147677e-05
0.0018447409383952618,0.03181178867816925,0.0010469435947015882,0.025886641815304756,1.5625000742147677e-05
0.0019012597622349858,0.032198239117860794,0.0010371111566200852,0.025756387040019035,9.999999747378752e-06
0.002191170584410429,0.03453797847032547,0.0010281724389642477,0.025645514950156212,9.999999747378752e-06
0.0022451968397945166,0.03487325459718704,0.0010338526917621493,0.02570752613246441,9.999999747378752e-06
0.001971808960661292,0.03260315954685211,0.0010314476676285267,0.02567378059029579,9.999999747378752e-06
0.0019608603324741125,0.03255458548665047,0.0010367576032876968,0.025741970166563988,9.999999747378752e-06
0.00207451730966568,0.03320588916540146,0.0010223680874332786,0.025566386058926582,9.999999747378752e-06
0.0019646408036351204,0.03200683742761612,0.001023171585984528,0.02558109536767006,9.999999747378752e-06
0.0021138270385563374,0.03347153961658478,0.0010223642457276583,0.025567587465047836,9.999999747378752e-06
0.0020751934498548508,0.033009689301252365,0.0010264174779877067,0.025612082332372665,9.999999747378752e-06
0.002027891343459487,0.03316285461187363,0.0010335101978853345,0.0257048849016428,9.999999747378752e-06
